# Force coefficients
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 2.00000000e+01
# lRef          : 2.78600000e+00
# Aref          : 2.15400000e+00
# CofR          : (1.39100000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
810             	-1.19450844e-02	1.78742962e-01	-2.48046488e-04	-1.20691077e-02	1.18210612e-02
811             	-1.19028002e-02	1.79255303e-01	-8.50851120e-04	-1.23282258e-02	1.14773747e-02
812             	-1.19591799e-02	1.79807967e-01	-1.69910715e-03	-1.28087335e-02	1.11096263e-02
813             	-1.21227575e-02	1.80354083e-01	-2.71502759e-03	-1.34802713e-02	1.07652437e-02
814             	-1.23989155e-02	1.80829975e-01	-3.80838441e-03	-1.43031077e-02	1.04947233e-02
815             	-1.27717925e-02	1.81202475e-01	-4.91401675e-03	-1.52288009e-02	1.03147842e-02
816             	-1.31963019e-02	1.81462735e-01	-5.94135855e-03	-1.61669812e-02	1.02256226e-02
817             	-1.36455422e-02	1.81632241e-01	-6.79479689e-03	-1.70429407e-02	1.02481438e-02
818             	-1.40851068e-02	1.81716784e-01	-7.38281000e-03	-1.77765118e-02	1.03937018e-02
819             	-1.44786058e-02	1.81726561e-01	-7.64304403e-03	-1.83001278e-02	1.06570838e-02
820             	-1.47881967e-02	1.81692436e-01	-7.57111589e-03	-1.85737546e-02	1.10026387e-02
821             	-1.49960585e-02	1.81620684e-01	-7.24966860e-03	-1.86208928e-02	1.13712242e-02
822             	-1.51009797e-02	1.81507692e-01	-6.75084196e-03	-1.84764007e-02	1.17255587e-02
823             	-1.51383749e-02	1.81404256e-01	-6.10996084e-03	-1.81933553e-02	1.20833945e-02
824             	-1.51313357e-02	1.81353219e-01	-5.33843693e-03	-1.78005541e-02	1.24621172e-02
825             	-1.50866003e-02	1.81363101e-01	-4.41698486e-03	-1.72950927e-02	1.28781078e-02
826             	-1.50185150e-02	1.81410723e-01	-3.35053659e-03	-1.66937833e-02	1.33432467e-02
827             	-1.49241562e-02	1.81542479e-01	-2.20585949e-03	-1.60270860e-02	1.38212265e-02
828             	-1.48054923e-02	1.81776396e-01	-1.08156861e-03	-1.53462766e-02	1.42647080e-02
829             	-1.46667104e-02	1.82152185e-01	-2.93497515e-05	-1.46813853e-02	1.46520356e-02
830             	-1.45202755e-02	1.82665785e-01	8.94097484e-04	-1.40732267e-02	1.49673242e-02
831             	-1.43841518e-02	1.83275737e-01	1.66543087e-03	-1.35514364e-02	1.52168673e-02
832             	-1.42669260e-02	1.83905149e-01	2.22716931e-03	-1.31533414e-02	1.53805107e-02
833             	-1.41893426e-02	1.84468675e-01	2.50010777e-03	-1.29392887e-02	1.54393965e-02
834             	-1.41649688e-02	1.84859196e-01	2.45067272e-03	-1.29396325e-02	1.53903052e-02
835             	-1.41903685e-02	1.85022208e-01	2.13598319e-03	-1.31223769e-02	1.52583601e-02
836             	-1.42431911e-02	1.84927585e-01	1.69871903e-03	-1.33938316e-02	1.50925506e-02
837             	-1.43042586e-02	1.84583198e-01	1.31594954e-03	-1.36462838e-02	1.49622333e-02
838             	-1.43724445e-02	1.84025010e-01	1.13541458e-03	-1.38047372e-02	1.49401518e-02
839             	-1.44586344e-02	1.83345447e-01	1.19436887e-03	-1.38614500e-02	1.50558189e-02
840             	-1.45590910e-02	1.82621840e-01	1.45211991e-03	-1.38330311e-02	1.52851510e-02
841             	-1.46412117e-02	1.81927687e-01	1.85702167e-03	-1.37127008e-02	1.55697225e-02
842             	-1.46723485e-02	1.81313738e-01	2.35230468e-03	-1.34961962e-02	1.58485009e-02
843             	-1.46511312e-02	1.80840568e-01	2.90396165e-03	-1.31991504e-02	1.61031121e-02
844             	-1.46099331e-02	1.80550544e-01	3.47693063e-03	-1.28714678e-02	1.63483984e-02
845             	-1.45976861e-02	1.80430487e-01	4.07775045e-03	-1.25588109e-02	1.66365613e-02
846             	-1.46601502e-02	1.80438181e-01	4.67966486e-03	-1.23203178e-02	1.69999826e-02
847             	-1.48130399e-02	1.80554492e-01	5.27427843e-03	-1.21759007e-02	1.74501791e-02
848             	-1.50456438e-02	1.80755800e-01	5.83703055e-03	-1.21271285e-02	1.79641590e-02
849             	-1.53517881e-02	1.81013531e-01	6.33016711e-03	-1.21867046e-02	1.85168717e-02
850             	-1.57314650e-02	1.81301196e-01	6.78590387e-03	-1.23385131e-02	1.91244170e-02
851             	-1.61816140e-02	1.81616791e-01	7.27936913e-03	-1.25419295e-02	1.98212986e-02
852             	-1.67054798e-02	1.81954053e-01	7.87141081e-03	-1.27697744e-02	2.06411852e-02
853             	-1.72822109e-02	1.82313841e-01	8.53091837e-03	-1.30167517e-02	2.15476701e-02
854             	-1.78594716e-02	1.82648573e-01	9.16185186e-03	-1.32785457e-02	2.24403976e-02
855             	-1.83635032e-02	1.82925921e-01	9.60819312e-03	-1.35594067e-02	2.31675998e-02
856             	-1.87008188e-02	1.83137625e-01	9.72656789e-03	-1.38375349e-02	2.35641028e-02
857             	-1.88081273e-02	1.83318110e-01	9.41309105e-03	-1.41015818e-02	2.35146728e-02
858             	-1.86526908e-02	1.83481025e-01	8.56457372e-03	-1.43704039e-02	2.29349776e-02
859             	-1.82040641e-02	1.83631967e-01	7.14196937e-03	-1.46330794e-02	2.17750487e-02
860             	-1.74618555e-02	1.83779102e-01	5.16100942e-03	-1.48813508e-02	2.00423602e-02
861             	-1.64679777e-02	1.83962987e-01	2.71317769e-03	-1.51113889e-02	1.78245666e-02
862             	-1.53275462e-02	1.84216999e-01	-1.55059104e-06	-1.53283215e-02	1.53267709e-02
863             	-1.41698365e-02	1.84540446e-01	-2.75184507e-03	-1.55457590e-02	1.27939139e-02
864             	-1.31044708e-02	1.84915751e-01	-5.25820248e-03	-1.57335721e-02	1.04753696e-02
865             	-1.21977458e-02	1.85324027e-01	-7.27486136e-03	-1.58351765e-02	8.56031512e-03
866             	-1.14687377e-02	1.85746289e-01	-8.71427390e-03	-1.58258746e-02	7.11160073e-03
867             	-1.09039565e-02	1.86181926e-01	-9.60830822e-03	-1.57081106e-02	6.09980237e-03
868             	-1.04803765e-02	1.86572695e-01	-1.00423678e-02	-1.55015604e-02	5.45919261e-03
869             	-1.01724719e-02	1.86885118e-01	-1.00953313e-02	-1.52201375e-02	5.12480619e-03
870             	-9.96579584e-03	1.87082370e-01	-9.78043069e-03	-1.48560112e-02	5.07558049e-03
871             	-9.87663210e-03	1.87167433e-01	-9.03982398e-03	-1.43965441e-02	5.35672011e-03
872             	-9.93103050e-03	1.87110493e-01	-7.87723114e-03	-1.38696461e-02	5.99241493e-03
873             	-1.01529411e-02	1.86933370e-01	-6.32013390e-03	-1.33130081e-02	6.99287418e-03
874             	-1.05425267e-02	1.86614746e-01	-4.48962633e-03	-1.27873398e-02	8.29771349e-03
875             	-1.10838646e-02	1.86172863e-01	-2.53237610e-03	-1.23500527e-02	9.81767659e-03
876             	-1.17447646e-02	1.85578696e-01	-6.70065774e-04	-1.20797975e-02	1.14097317e-02
877             	-1.24980443e-02	1.84867608e-01	9.74899461e-04	-1.20105945e-02	1.29854940e-02
878             	-1.33276657e-02	1.84032609e-01	2.31331526e-03	-1.21710081e-02	1.44843233e-02
879             	-1.41855728e-02	1.83155095e-01	3.27303140e-03	-1.25490571e-02	1.58220885e-02
880             	-1.50219657e-02	1.82330169e-01	3.79665062e-03	-1.31236404e-02	1.69202911e-02
881             	-1.58176032e-02	1.81628351e-01	3.93252304e-03	-1.38513417e-02	1.77838647e-02
882             	-1.66113053e-02	1.81073266e-01	3.79975219e-03	-1.47114292e-02	1.85111814e-02
883             	-1.74378802e-02	1.80647550e-01	3.58826830e-03	-1.56437461e-02	1.92320144e-02
884             	-1.83144690e-02	1.80328741e-01	3.45836674e-03	-1.65852856e-02	2.00436524e-02
885             	-1.92204106e-02	1.80121403e-01	3.54525037e-03	-1.74477854e-02	2.09930358e-02
886             	-2.01150963e-02	1.80001177e-01	3.88228534e-03	-1.81739537e-02	2.20562390e-02
887             	-2.09376916e-02	1.79910717e-01	4.47045540e-03	-1.87024639e-02	2.31729193e-02
888             	-2.16401523e-02	1.79830866e-01	5.28548119e-03	-1.89974117e-02	2.42828929e-02
889             	-2.22267441e-02	1.79820598e-01	6.32833400e-03	-1.90625771e-02	2.53909111e-02
890             	-2.26835940e-02	1.79927351e-01	7.53399013e-03	-1.89165989e-02	2.64505890e-02
891             	-2.29842611e-02	1.80182711e-01	8.73623393e-03	-1.86161441e-02	2.73523781e-02
892             	-2.31177408e-02	1.80560925e-01	9.76997080e-03	-1.82327554e-02	2.80027262e-02
893             	-2.30691548e-02	1.81005342e-01	1.04963861e-02	-1.78209617e-02	2.83173479e-02
894             	-2.28475688e-02	1.81446345e-01	1.08506930e-02	-1.74222223e-02	2.82729153e-02
895             	-2.24792842e-02	1.81857812e-01	1.08811473e-02	-1.70387106e-02	2.79198579e-02
896             	-2.19693932e-02	1.82222312e-01	1.05838840e-02	-1.66774512e-02	2.72613352e-02
897             	-2.13039222e-02	1.82550565e-01	9.90299221e-03	-1.63524261e-02	2.62554183e-02
898             	-2.05159748e-02	1.82787090e-01	8.85168663e-03	-1.60901315e-02	2.49418181e-02
899             	-1.96549955e-02	1.82912151e-01	7.47801438e-03	-1.59159883e-02	2.33940027e-02
900             	-1.87794312e-02	1.82944459e-01	5.91315985e-03	-1.58228513e-02	2.17360111e-02
901             	-1.79297785e-02	1.82948800e-01	4.27940949e-03	-1.57900738e-02	2.00694833e-02
902             	-1.71102122e-02	1.82995756e-01	2.65306754e-03	-1.57836785e-02	1.84367460e-02
903             	-1.63149023e-02	1.83175163e-01	1.04097936e-03	-1.57944126e-02	1.68353920e-02
904             	-1.54881372e-02	1.83499516e-01	-6.70643857e-04	-1.58234591e-02	1.51528153e-02
905             	-1.46054601e-02	1.83945889e-01	-2.52248502e-03	-1.58667026e-02	1.33442176e-02
906             	-1.36711233e-02	1.84447307e-01	-4.50671703e-03	-1.59244818e-02	1.14177648e-02
907             	-1.27142050e-02	1.84929009e-01	-6.55631057e-03	-1.59923603e-02	9.43604970e-03
908             	-1.17815333e-02	1.85317662e-01	-8.54050139e-03	-1.60517840e-02	7.51128265e-03
909             	-1.09548444e-02	1.85581394e-01	-1.02681686e-02	-1.60889287e-02	5.82076004e-03
910             	-1.03149601e-02	1.85707858e-01	-1.15997077e-02	-1.61148140e-02	4.51510627e-03
911             	-9.93274744e-03	1.85728152e-01	-1.24469418e-02	-1.61562184e-02	3.70927652e-03
912             	-9.80949886e-03	1.85681449e-01	-1.27667591e-02	-1.61928784e-02	3.42611931e-03
913             	-9.94299215e-03	1.85632290e-01	-1.25122683e-02	-1.61991263e-02	3.68685799e-03
914             	-1.03285862e-02	1.85621356e-01	-1.17009151e-02	-1.61790437e-02	4.47812867e-03
915             	-1.09035858e-02	1.85660135e-01	-1.04360822e-02	-1.61216269e-02	5.68554470e-03
916             	-1.15595581e-02	1.85711777e-01	-8.87960774e-03	-1.59993620e-02	7.11975425e-03
917             	-1.22544223e-02	1.85722693e-01	-7.15196862e-03	-1.58304066e-02	8.67843803e-03
918             	-1.29863497e-02	1.85609977e-01	-5.25932786e-03	-1.56160137e-02	1.03566858e-02
919             	-1.37471005e-02	1.85373711e-01	-3.24332590e-03	-1.53687635e-02	1.21254376e-02
920             	-1.44986295e-02	1.85015506e-01	-1.18303673e-03	-1.50901479e-02	1.39071111e-02
921             	-1.52024863e-02	1.84606572e-01	7.57310013e-04	-1.48238313e-02	1.55811413e-02
922             	-1.58324009e-02	1.84202363e-01	2.45643152e-03	-1.46041851e-02	1.70606166e-02
923             	-1.63742334e-02	1.83851124e-01	3.81546442e-03	-1.44665012e-02	1.82819656e-02
924             	-1.68351149e-02	1.83568765e-01	4.77380902e-03	-1.44482104e-02	1.92220194e-02
925             	-1.71776978e-02	1.83340469e-01	5.26448962e-03	-1.45454529e-02	1.98099426e-02
926             	-1.73622281e-02	1.83105030e-01	5.24055159e-03	-1.47419523e-02	1.99825039e-02
927             	-1.73599256e-02	1.82818104e-01	4.69054173e-03	-1.50146547e-02	1.97051965e-02
928             	-1.71973840e-02	1.82456827e-01	3.74951347e-03	-1.53226272e-02	1.90721407e-02
929             	-1.69397372e-02	1.82089730e-01	2.55843540e-03	-1.56605195e-02	1.82189549e-02
930             	-1.66968570e-02	1.81781416e-01	1.29531959e-03	-1.60491972e-02	1.73445168e-02
931             	-1.65422270e-02	1.81562731e-01	8.30512101e-05	-1.65007014e-02	1.65837526e-02
932             	-1.64845225e-02	1.81432499e-01	-1.00741839e-03	-1.69882317e-02	1.59808133e-02
933             	-1.64496532e-02	1.81366705e-01	-2.01025552e-03	-1.74547810e-02	1.54445254e-02
934             	-1.63660836e-02	1.81345707e-01	-2.93685134e-03	-1.78345093e-02	1.48976580e-02
935             	-1.61959269e-02	1.81343203e-01	-3.80838251e-03	-1.81001182e-02	1.42917357e-02
936             	-1.59319397e-02	1.81354300e-01	-4.64621195e-03	-1.82550456e-02	1.36088337e-02
937             	-1.56127448e-02	1.81389698e-01	-5.47077994e-03	-1.83481348e-02	1.28773548e-02
938             	-1.52772670e-02	1.81436386e-01	-6.29227370e-03	-1.84234039e-02	1.21311302e-02
939             	-1.49374474e-02	1.81499303e-01	-7.06832336e-03	-1.84716091e-02	1.14032858e-02
940             	-1.45970377e-02	1.81583556e-01	-7.75149998e-03	-1.84727877e-02	1.07212878e-02
941             	-1.42612758e-02	1.81716160e-01	-8.35618467e-03	-1.84393681e-02	1.00831834e-02
942             	-1.39312485e-02	1.81883406e-01	-8.93635164e-03	-1.83994243e-02	9.46307266e-03
943             	-1.36228551e-02	1.82036612e-01	-9.58291980e-03	-1.84143150e-02	8.83139525e-03
944             	-1.33604181e-02	1.82126496e-01	-1.02597469e-02	-1.84902916e-02	8.23054463e-03
945             	-1.31810635e-02	1.82134778e-01	-1.09038589e-02	-1.86329929e-02	7.72913404e-03
946             	-1.30984384e-02	1.82076157e-01	-1.15113350e-02	-1.88541059e-02	7.34277087e-03
947             	-1.30931304e-02	1.81981478e-01	-1.20943442e-02	-1.91403025e-02	7.04595830e-03
948             	-1.31344193e-02	1.81873007e-01	-1.26868067e-02	-1.94778227e-02	6.79101598e-03
949             	-1.31806423e-02	1.81786603e-01	-1.33341951e-02	-1.98477398e-02	6.51354472e-03
950             	-1.32044797e-02	1.81733510e-01	-1.40222431e-02	-2.02156013e-02	6.19335815e-03
951             	-1.31920291e-02	1.81720943e-01	-1.47038485e-02	-2.05439534e-02	5.84010489e-03
952             	-1.31388228e-02	1.81743942e-01	-1.53042169e-02	-2.07909313e-02	5.48671436e-03
953             	-1.30558106e-02	1.81800353e-01	-1.57016255e-02	-2.09066233e-02	5.20499787e-03
954             	-1.29592108e-02	1.81883330e-01	-1.57494204e-02	-2.08339209e-02	5.08450057e-03
955             	-1.28586682e-02	1.81970150e-01	-1.53213709e-02	-2.05193537e-02	5.19798280e-03
956             	-1.27722914e-02	1.82050823e-01	-1.43185014e-02	-1.99315422e-02	5.61304073e-03
957             	-1.27241284e-02	1.82143753e-01	-1.27192257e-02	-1.90837413e-02	6.36451552e-03
958             	-1.27429511e-02	1.82223701e-01	-1.05751147e-02	-1.80305084e-02	7.45539377e-03
959             	-1.28265616e-02	1.82292542e-01	-8.07594122e-03	-1.68645322e-02	8.78859097e-03
960             	-1.29519419e-02	1.82341747e-01	-5.43633139e-03	-1.56701075e-02	1.02337762e-02
961             	-1.30980761e-02	1.82376624e-01	-2.81309259e-03	-1.45046224e-02	1.16915298e-02
962             	-1.32461460e-02	1.82399532e-01	-3.51832263e-04	-1.34220621e-02	1.30702298e-02
963             	-1.33871628e-02	1.82425154e-01	1.78539364e-03	-1.24944659e-02	1.42798596e-02
964             	-1.35351014e-02	1.82451309e-01	3.51948089e-03	-1.17753610e-02	1.52948418e-02
965             	-1.37242440e-02	1.82471060e-01	4.85571760e-03	-1.12963852e-02	1.61521028e-02
966             	-1.39895250e-02	1.82453641e-01	5.88033629e-03	-1.10493568e-02	1.69296931e-02
967             	-1.43576192e-02	1.82401578e-01	6.72162410e-03	-1.09968072e-02	1.77184313e-02
968             	-1.48375561e-02	1.82330059e-01	7.42327881e-03	-1.11259167e-02	1.85491955e-02
969             	-1.54473503e-02	1.82255623e-01	8.00286186e-03	-1.14459194e-02	1.94487813e-02
970             	-1.61799860e-02	1.82183024e-01	8.44559312e-03	-1.19571894e-02	2.04027826e-02
971             	-1.70088098e-02	1.82132302e-01	8.79147047e-03	-1.26130745e-02	2.14045450e-02
972             	-1.78757835e-02	1.82103711e-01	9.08829397e-03	-1.33316365e-02	2.24199304e-02
973             	-1.87244624e-02	1.82102363e-01	9.35609718e-03	-1.40464138e-02	2.34025110e-02
974             	-1.95073688e-02	1.82122684e-01	9.59873988e-03	-1.47079989e-02	2.43067388e-02
975             	-2.01757745e-02	1.82177169e-01	9.79141869e-03	-1.52800652e-02	2.50714839e-02
976             	-2.07170551e-02	1.82284232e-01	9.94907441e-03	-1.57425179e-02	2.56915923e-02
977             	-2.11146002e-02	1.82452343e-01	1.00876856e-02	-1.60707575e-02	2.61584430e-02
978             	-2.13578642e-02	1.82655482e-01	1.01976465e-02	-1.62590409e-02	2.64566874e-02
979             	-2.14475019e-02	1.82893474e-01	1.02486354e-02	-1.63231842e-02	2.65718196e-02
980             	-2.14467358e-02	1.83187745e-01	1.03250154e-02	-1.62842281e-02	2.66092435e-02
981             	-2.13803134e-02	1.83552003e-01	1.04386090e-02	-1.61610089e-02	2.65996179e-02
982             	-2.12875689e-02	1.83967968e-01	1.05832425e-02	-1.59959476e-02	2.65791901e-02
983             	-2.11195623e-02	1.84387816e-01	1.05733261e-02	-1.58328993e-02	2.64062253e-02
984             	-2.08168460e-02	1.84745896e-01	1.02075635e-02	-1.57130643e-02	2.59206278e-02
985             	-2.03351178e-02	1.85053847e-01	9.35413103e-03	-1.56580523e-02	2.50121833e-02
986             	-1.96969937e-02	1.85285872e-01	8.03162771e-03	-1.56811798e-02	2.37128075e-02
987             	-1.89292058e-02	1.85444278e-01	6.31693390e-03	-1.57707388e-02	2.20876727e-02
988             	-1.80682841e-02	1.85514422e-01	4.30792640e-03	-1.59143209e-02	2.02222473e-02
989             	-1.71534369e-02	1.85531530e-01	2.12043448e-03	-1.60932196e-02	1.82136541e-02
990             	-1.62238290e-02	1.85494159e-01	-7.90538090e-05	-1.62633559e-02	1.61843021e-02
991             	-1.53200350e-02	1.85424310e-01	-2.10579708e-03	-1.63729335e-02	1.42671364e-02
992             	-1.45059857e-02	1.85318447e-01	-3.77666294e-03	-1.63943172e-02	1.26176543e-02
993             	-1.38284845e-02	1.85184810e-01	-4.95961142e-03	-1.63082902e-02	1.13486788e-02
994             	-1.32978010e-02	1.85007539e-01	-5.71591010e-03	-1.61557561e-02	1.04398460e-02
995             	-1.28457617e-02	1.84781935e-01	-6.29889994e-03	-1.59952116e-02	9.69631170e-03
996             	-1.24315325e-02	1.84483685e-01	-6.92816510e-03	-1.58956151e-02	8.96744999e-03
997             	-1.20235824e-02	1.84122223e-01	-7.74506220e-03	-1.58961135e-02	8.15105131e-03
998             	-1.16193273e-02	1.83709391e-01	-8.76528239e-03	-1.60019685e-02	7.23668608e-03
999             	-1.12304946e-02	1.83293686e-01	-9.96095541e-03	-1.62109723e-02	6.25001687e-03
1000            	-1.08820534e-02	1.82933767e-01	-1.12928639e-02	-1.65284853e-02	5.23562144e-03
